EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688785	128049	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-22	Staying or living with friends, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688788	365130	23.0	23.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-09-04	Staying or living with friends, temporary tenure (HUD)	Other	18.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688796	399024	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-08-23	Staying or living with friends, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688797	294505	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-18	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688800	408793	39.0	39.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-09-11	Permanent housing (other than RRH) for formerly homeless persons (HUD)	Left for housing opp. before completing program	25.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688803	169662	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-09-16	Staying or living with friends, temporary tenure (HUD)	Other	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688804	368692	33.0	33.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-27	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688805	395939	57.0	58.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-18	2016-02-11	Rental by client, no ongoing housing subsidy (HUD)	Completed program	177.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688806	402258	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-19	2015-08-26	Hospital or other residential non-psychiatric medical facility (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688807	333631	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-20	2015-08-21	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688813	172864	24.0	25.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-20	2015-11-21	Staying or living with friends, temporary tenure (HUD)	Other	93.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688821	404523	46.0	46.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-11-11	Staying or living with friends, temporary tenure (HUD)	Other	88.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688825	408496	44.0	44.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-09-11	Permanent housing (other than RRH) for formerly homeless persons (HUD)	Left for housing opp. before completing program	27.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688827	278004	43.0	43.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-08-16	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688829	408494	31.0	31.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-08-25	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688830	375893	44.0	44.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-08-21	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688831	399340	20.0	20.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-10-21	Staying or living with friends, temporary tenure (HUD)	Other	67.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688832	173737	31.0	32.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-12-03	Staying or living with friends, temporary tenure (HUD)	Other	110.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688833	106155	56.0	56.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-12-12	Staying or living with friends, temporary tenure (HUD)	Other	119.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688834	275835	49.0	50.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2016-03-03	Staying or living with friends, temporary tenure (HUD)	Other	201.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688835	313400	48.0	48.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-10-28	Staying or living with friends, temporary tenure (HUD)	Other	72.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	688836	260878	30.0	31.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-27	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689310	409235	53.0	53.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-24	Staying or living with friends, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689313	407019	61.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2015-08-21	2015-09-17	Staying or living with family, temporary tenure (HUD)	Other	27.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689314	169422	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-21	2015-10-22	Psychiatric hospital or other psychiatric facility (HUD)	Other	62.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689315	409236	42.0	42.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-19	2015-11-20	Staying or living with friends, temporary tenure (HUD)	Other	93.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689316	65851	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-21	2015-08-31	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689317	409062	34.0	34.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-16	2015-08-31	Staying or living with friends, temporary tenure (HUD)	Other	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689728	167279	50.0	50.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-08-30	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689730	373731	27.0	27.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-08-27	Staying or living with friends, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689731	333631	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-09-11	Staying or living with friends, temporary tenure (HUD)	Other	18.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689733	280121	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-09-22	Staying or living with friends, temporary tenure (HUD)	Other	29.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689734	291392	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2015-08-24	2016-02-05	Rental by client, with VASH housing subsidy (HUD)	Completed program	165.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689735	378313	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-09-18	Staying or living with friends, temporary tenure (HUD)	Other	25.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689736	103533	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-09-25	Staying or living with friends, temporary tenure (HUD)	Other	32.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689741	231530	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-13	2015-08-15	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	689745	231530	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-21	2015-09-22	Staying or living with friends, temporary tenure (HUD)	Other	32.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690106	123122	51.0	51.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-25	2015-09-01	Staying or living with friends, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690107	330427	68.0	68.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-25	2015-09-04	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690108	409450	27.0	27.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-08-26	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690618	403186	22.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-26	2015-08-27	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690620	194903	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-13	2015-09-19	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	37.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690621	157272	27.0	27.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-09-13	Staying or living with friends, temporary tenure (HUD)	Other	29.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690623	322709	23.0	23.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-26	2015-10-11	Staying or living with friends, temporary tenure (HUD)	Other	46.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690936	409587	55.0	55.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-26	2015-08-31	Staying or living with friends, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690937	402258	40.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-27	2016-01-21	Staying or living with friends, temporary tenure (HUD)	Other	147.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690938	3953	64.0	64.0	Male	Black or African American (HUD)	Client refused (HUD)	No (HUD)	2015-08-24	2015-09-01	Staying or living with friends, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690939	409686	77.0	77.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-09-04	Staying or living with friends, temporary tenure (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	690941	207787	37.0	38.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-27	2015-10-22	Staying or living with friends, temporary tenure (HUD)	Other	56.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691022	157088	56.0	56.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-10-31	Staying or living with friends, temporary tenure (HUD)	Other	68.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691023	160586	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2016-03-04	Rental by client, no ongoing housing subsidy (HUD)	Completed program	193.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691081	300905	30.0	30.0	Trans Female (MTF or Male to Female)	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-24	2015-08-31	Staying or living with friends, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691403	262238	19.0	19.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-28	2015-09-02	Staying or living with friends, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691404	408051	28.0	28.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-28	2015-08-31	Staying or living with friends, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691408	403469	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2015-08-28	2015-08-29	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691412	409782	55.0	55.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-28	2015-09-27	Psychiatric hospital or other psychiatric facility (HUD)	Other	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691416	409781	38.0	39.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2016-10-10	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	422.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691417	314853	54.0	55.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-30	2015-12-10	Rental by client, no ongoing housing subsidy (HUD)	Completed program	102.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691589	190642	68.0	68.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-17	2015-08-30	Staying or living with friends, permanent tenure (HUD)	Left for housing opp. before completing program	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691805	76511	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-31	2015-09-09	Staying or living with friends, temporary tenure (HUD)	Other	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	691806	90711	63.0	63.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2015-09-05	Staying or living with friends, temporary tenure (HUD)	Other	21.0
